Region,Permanent River_Pixels,Permanent River_Percent,Permanent Lake_Pixels,Permanent Lake_Percent,Seasonal River_Pixels,Seasonal River_Percent,Seasonal Lake_Pixels,Seasonal Lake_Percent
Split_Dalmatia,883.0,2.4932921455400954,24103.725490196077,68.06073549599147,980.0,2.7671872056956888,9448.298039215686,26.678785152772765
Macedonia_Thrace,24155.37254901961,4.253284140146983,350437.09411764715,61.70505263394412,64768.184313725505,11.404398361840462,128562.19999999998,22.637264864068417
Potenza,873.0,2.3510229376153853,29989.698039215684,80.7634226602007,493.56470588235294,1.32918894012234,5776.509803921568,15.556365462061578
Corse_du_Sud,78816.56078431371,8.200047791329514,678135.7529411765,70.55300977093111,46197.274509803916,4.806348501379352,158022.38039215692,16.440593936360017
Sardegna,7559.349019607843,2.9163095349869423,186808.77254901963,72.06866665248579,7768.956862745098,2.9971738197241136,57072.34117647058,22.01784999280315
Beiras_Centro,16742.866666666665,8.626110797662962,119123.14117647057,61.373564922407695,10143.627450980392,5.22610948437976,48085.560784313726,24.774214795549593
Nicosia,88.47058823529412,1.8991913283732114,1909.0627450980392,40.981703446661854,123.25098039215686,2.6458193377412087,2537.5450980392156,54.47328588722373
Valencia,6562.988235294118,2.77699964194874,147181.19999999998,62.27683564989191,6905.921568627451,2.922105150253263,75683.6705882353,32.02405955790609
